purchase_id,product_id,quantity,unit_cost,supplier_id,transaction_id,note,location_id
PUR00712,PRD0712,61,144,SUP712,PTRX00712,Online grocery dataset purchase row; last_order_date=07-10-24,LOC002
PUR00713,PRD0713,27,1080,SUP713,PTRX00713,Online grocery dataset purchase row; last_order_date=07-09-24,LOC003
PUR00714,PRD0714,28,432,SUP714,PTRX00714,Online grocery dataset purchase row; last_order_date=02-04-25,LOC004
PUR00715,PRD0715,23,180,SUP715,PTRX00715,Online grocery dataset purchase row; last_order_date=5/29/2024,LOC005
PUR00716,PRD0716,6,360,SUP716,PTRX00716,Online grocery dataset purchase row; last_order_date=01-01-25,LOC001
PUR00717,PRD0717,75,144,SUP717,PTRX00717,Online grocery dataset purchase row; last_order_date=2/27/2024,LOC002
PUR00718,PRD0718,20,324,SUP718,PTRX00718,Online grocery dataset purchase row; last_order_date=2/22/2025,LOC003
PUR00719,PRD0719,14,144,SUP719,PTRX00719,Online grocery dataset purchase row; last_order_date=03-06-24,LOC004
PUR00720,PRD0720,15,180,SUP720,PTRX00720,Online grocery dataset purchase row; last_order_date=08-01-24,LOC005
PUR00721,PRD0721,28,194,SUP721,PTRX00721,Online grocery dataset purchase row; last_order_date=7/26/2024,LOC001
PUR00722,PRD0722,29,216,SUP722,PTRX00722,Online grocery dataset purchase row; last_order_date=3/13/2024,LOC002
PUR00723,PRD0723,25,216,SUP723,PTRX00723,Online grocery dataset purchase row; last_order_date=8/17/2024,LOC003
PUR00724,PRD0724,77,230,SUP724,PTRX00724,Online grocery dataset purchase row; last_order_date=2/27/2024,LOC004
PUR00725,PRD0725,30,108,SUP725,PTRX00725,Online grocery dataset purchase row; last_order_date=11-09-24,LOC005
PUR00726,PRD0726,34,648,SUP726,PTRX00726,Online grocery dataset purchase row; last_order_date=2/28/2024,LOC001
PUR00727,PRD0727,41,144,SUP727,PTRX00727,Online grocery dataset purchase row; last_order_date=01-11-25,LOC002
PUR00728,PRD0728,16,360,SUP728,PTRX00728,Online grocery dataset purchase row; last_order_date=06-03-24,LOC003
PUR00729,PRD0729,45,252,SUP729,PTRX00729,Online grocery dataset purchase row; last_order_date=11/17/2024,LOC004
PUR00730,PRD0730,77,180,SUP730,PTRX00730,Online grocery dataset purchase row; last_order_date=9/17/2024,LOC005
PUR00731,PRD0731,71,144,SUP731,PTRX00731,Online grocery dataset purchase row; last_order_date=07-09-24,LOC001
PUR00732,PRD0732,5,288,SUP732,PTRX00732,Online grocery dataset purchase row; last_order_date=3/30/2024,LOC002
PUR00733,PRD0733,76,720,SUP733,PTRX00733,Online grocery dataset purchase row; last_order_date=04-10-24,LOC003
PUR00734,PRD0734,46,180,SUP734,PTRX00734,Online grocery dataset purchase row; last_order_date=3/21/2024,LOC004
PUR00735,PRD0735,29,129,SUP735,PTRX00735,Online grocery dataset purchase row; last_order_date=5/23/2024,LOC005
PUR00736,PRD0736,9,1296,SUP736,PTRX00736,Online grocery dataset purchase row; last_order_date=12/28/2024,LOC001
PUR00737,PRD0737,45,720,SUP737,PTRX00737,Online grocery dataset purchase row; last_order_date=02-03-25,LOC002
PUR00738,PRD0738,9,324,SUP738,PTRX00738,Online grocery dataset purchase row; last_order_date=03-06-24,LOC003
PUR00739,PRD0739,4,14,SUP739,PTRX00739,Online grocery dataset purchase row; last_order_date=3/17/2024,LOC004
PUR00740,PRD0740,40,360,SUP740,PTRX00740,Online grocery dataset purchase row; last_order_date=05-11-24,LOC005
PUR00741,PRD0741,20,439,SUP741,PTRX00741,Online grocery dataset purchase row; last_order_date=7/30/2024,LOC001
PUR00742,PRD0742,64,504,SUP742,PTRX00742,Online grocery dataset purchase row; last_order_date=08-12-24,LOC002
PUR00743,PRD0743,24,288,SUP743,PTRX00743,Online grocery dataset purchase row; last_order_date=12-12-24,LOC003
PUR00744,PRD0744,12,1080,SUP744,PTRX00744,Online grocery dataset purchase row; last_order_date=06-04-24,LOC004
PUR00745,PRD0745,65,144,SUP745,PTRX00745,Online grocery dataset purchase row; last_order_date=4/30/2024,LOC005
PUR00746,PRD0746,98,457,SUP746,PTRX00746,Online grocery dataset purchase row; last_order_date=8/31/2024,LOC001
PUR00747,PRD0747,86,198,SUP747,PTRX00747,Online grocery dataset purchase row; last_order_date=01-01-25,LOC002
PUR00748,PRD0748,79,360,SUP748,PTRX00748,Online grocery dataset purchase row; last_order_date=1/16/2025,LOC003
PUR00749,PRD0749,53,381,SUP749,PTRX00749,Online grocery dataset purchase row; last_order_date=05-01-24,LOC004
PUR00750,PRD0750,99,216,SUP750,PTRX00750,Online grocery dataset purchase row; last_order_date=01-12-25,LOC005
PUR00751,PRD0751,96,453,SUP751,PTRX00751,Online grocery dataset purchase row; last_order_date=12/19/2024,LOC001
PUR00752,PRD0752,71,324,SUP752,PTRX00752,Online grocery dataset purchase row; last_order_date=9/29/2024,LOC002
PUR00753,PRD0753,37,176,SUP753,PTRX00753,Online grocery dataset purchase row; last_order_date=03-02-24,LOC003
PUR00754,PRD0754,35,648,SUP754,PTRX00754,Online grocery dataset purchase row; last_order_date=6/24/2024,LOC004
PUR00755,PRD0755,47,720,SUP755,PTRX00755,Online grocery dataset purchase row; last_order_date=06-11-24,LOC005
PUR00756,PRD0756,34,180,SUP756,PTRX00756,Online grocery dataset purchase row; last_order_date=09-04-24,LOC001
PUR00757,PRD0757,12,432,SUP757,PTRX00757,Online grocery dataset purchase row; last_order_date=11/28/2024,LOC002
PUR00758,PRD0758,77,1440,SUP758,PTRX00758,Online grocery dataset purchase row; last_order_date=12/16/2024,LOC003
PUR00759,PRD0759,32,288,SUP759,PTRX00759,Online grocery dataset purchase row; last_order_date=07-09-24,LOC004
PUR00760,PRD0760,49,1080,SUP760,PTRX00760,Online grocery dataset purchase row; last_order_date=12/29/2024,LOC005
PUR00761,PRD0761,76,288,SUP761,PTRX00761,Online grocery dataset purchase row; last_order_date=8/22/2024,LOC001
PUR00762,PRD0762,64,540,SUP762,PTRX00762,Online grocery dataset purchase row; last_order_date=8/26/2024,LOC002
PUR00763,PRD0763,69,288,SUP763,PTRX00763,Online grocery dataset purchase row; last_order_date=7/14/2024,LOC003
PUR00764,PRD0764,28,468,SUP764,PTRX00764,Online grocery dataset purchase row; last_order_date=11/19/2024,LOC004
PUR00765,PRD0765,94,1080,SUP765,PTRX00765,Online grocery dataset purchase row; last_order_date=9/24/2024,LOC005
PUR00766,PRD0766,42,360,SUP766,PTRX00766,Online grocery dataset purchase row; last_order_date=7/29/2024,LOC001
PUR00767,PRD0767,60,342,SUP767,PTRX00767,Online grocery dataset purchase row; last_order_date=8/23/2024,LOC002
PUR00768,PRD0768,12,702,SUP768,PTRX00768,Online grocery dataset purchase row; last_order_date=11/25/2024,LOC003
PUR00769,PRD0769,69,86,SUP769,PTRX00769,Online grocery dataset purchase row; last_order_date=02-03-25,LOC004
PUR00770,PRD0770,52,172,SUP770,PTRX00770,Online grocery dataset purchase row; last_order_date=5/16/2024,LOC005
PUR00771,PRD0771,60,1080,SUP771,PTRX00771,Online grocery dataset purchase row; last_order_date=10/23/2024,LOC001
PUR00772,PRD0772,92,252,SUP772,PTRX00772,Online grocery dataset purchase row; last_order_date=06-01-24,LOC002
PUR00773,PRD0773,86,144,SUP773,PTRX00773,Online grocery dataset purchase row; last_order_date=5/19/2024,LOC003
PUR00774,PRD0774,23,1072,SUP774,PTRX00774,Online grocery dataset purchase row; last_order_date=5/23/2024,LOC004
PUR00775,PRD0775,98,324,SUP775,PTRX00775,Online grocery dataset purchase row; last_order_date=03-02-24,LOC005
PUR00776,PRD0776,80,489,SUP776,PTRX00776,Online grocery dataset purchase row; last_order_date=7/13/2024,LOC001
PUR00777,PRD0777,82,216,SUP777,PTRX00777,Online grocery dataset purchase row; last_order_date=3/25/2024,LOC002
PUR00778,PRD0778,65,144,SUP778,PTRX00778,Online grocery dataset purchase row; last_order_date=12/30/2024,LOC003
PUR00779,PRD0779,62,504,SUP779,PTRX00779,Online grocery dataset purchase row; last_order_date=05-04-24,LOC004
PUR00780,PRD0780,90,144,SUP780,PTRX00780,Online grocery dataset purchase row; last_order_date=05-09-24,LOC005
PUR00781,PRD0781,43,648,SUP781,PTRX00781,Online grocery dataset purchase row; last_order_date=06-06-24,LOC001
PUR00782,PRD0782,91,684,SUP782,PTRX00782,Online grocery dataset purchase row; last_order_date=1/22/2025,LOC002
PUR00783,PRD0783,60,180,SUP783,PTRX00783,Online grocery dataset purchase row; last_order_date=05-06-24,LOC003
PUR00784,PRD0784,30,288,SUP784,PTRX00784,Online grocery dataset purchase row; last_order_date=10/25/2024,LOC004
PUR00785,PRD0785,46,180,SUP785,PTRX00785,Online grocery dataset purchase row; last_order_date=12-01-24,LOC005
PUR00786,PRD0786,57,136,SUP786,PTRX00786,Online grocery dataset purchase row; last_order_date=10/25/2024,LOC001
PUR00787,PRD0787,23,169,SUP787,PTRX00787,Online grocery dataset purchase row; last_order_date=11/22/2024,LOC002
PUR00788,PRD0788,42,1818,SUP788,PTRX00788,Online grocery dataset purchase row; last_order_date=08-05-24,LOC003
PUR00789,PRD0789,17,72,SUP789,PTRX00789,Online grocery dataset purchase row; last_order_date=6/17/2024,LOC004
PUR00790,PRD0790,3,342,SUP790,PTRX00790,Online grocery dataset purchase row; last_order_date=07-04-24,LOC005
PUR00791,PRD0791,41,432,SUP791,PTRX00791,Online grocery dataset purchase row; last_order_date=05-02-24,LOC001
PUR00792,PRD0792,67,180,SUP792,PTRX00792,Online grocery dataset purchase row; last_order_date=10-08-24,LOC002
PUR00793,PRD0793,81,108,SUP793,PTRX00793,Online grocery dataset purchase row; last_order_date=11/23/2024,LOC003
PUR00794,PRD0794,78,129,SUP794,PTRX00794,Online grocery dataset purchase row; last_order_date=01-07-25,LOC004
PUR00795,PRD0795,31,684,SUP795,PTRX00795,Online grocery dataset purchase row; last_order_date=1/23/2025,LOC005
PUR00796,PRD0796,52,360,SUP796,PTRX00796,Online grocery dataset purchase row; last_order_date=1/31/2025,LOC001
PUR00797,PRD0797,45,144,SUP797,PTRX00797,Online grocery dataset purchase row; last_order_date=6/22/2024,LOC002
PUR00798,PRD0798,10,288,SUP798,PTRX00798,Online grocery dataset purchase row; last_order_date=5/27/2024,LOC003
PUR00799,PRD0799,22,450,SUP799,PTRX00799,Online grocery dataset purchase row; last_order_date=12-01-24,LOC004
PUR00800,PRD0800,86,1080,SUP800,PTRX00800,Online grocery dataset purchase row; last_order_date=3/20/2024,LOC005
PUR00801,PRD0801,85,302,SUP801,PTRX00801,Online grocery dataset purchase row; last_order_date=10/31/2024,LOC001
PUR00802,PRD0802,4,432,SUP802,PTRX00802,Online grocery dataset purchase row; last_order_date=6/15/2024,LOC002
PUR00803,PRD0803,54,432,SUP803,PTRX00803,Online grocery dataset purchase row; last_order_date=6/13/2024,LOC003
PUR00804,PRD0804,88,86,SUP804,PTRX00804,Online grocery dataset purchase row; last_order_date=2/29/2024,LOC004
PUR00805,PRD0805,13,180,SUP805,PTRX00805,Online grocery dataset purchase row; last_order_date=2/19/2025,LOC005
PUR00806,PRD0806,21,144,SUP806,PTRX00806,Online grocery dataset purchase row; last_order_date=4/23/2024,LOC001
PUR00807,PRD0807,4,72,SUP807,PTRX00807,Online grocery dataset purchase row; last_order_date=11-05-24,LOC002
PUR00808,PRD0808,9,129,SUP808,PTRX00808,Online grocery dataset purchase row; last_order_date=1/16/2025,LOC003
PUR00809,PRD0809,96,1296,SUP809,PTRX00809,Online grocery dataset purchase row; last_order_date=07-02-24,LOC004
PUR00810,PRD0810,15,144,SUP810,PTRX00810,Online grocery dataset purchase row; last_order_date=6/23/2024,LOC005
PUR00811,PRD0811,62,180,SUP811,PTRX00811,Online grocery dataset purchase row; last_order_date=12/30/2024,LOC001
PUR00812,PRD0812,44,432,SUP812,PTRX00812,Online grocery dataset purchase row; last_order_date=04-03-24,LOC002
PUR00813,PRD0813,95,720,SUP813,PTRX00813,Online grocery dataset purchase row; last_order_date=05-08-24,LOC003
PUR00814,PRD0814,43,396,SUP814,PTRX00814,Online grocery dataset purchase row; last_order_date=5/24/2024,LOC004
PUR00815,PRD0815,80,288,SUP815,PTRX00815,Online grocery dataset purchase row; last_order_date=12-02-24,LOC005
PUR00816,PRD0816,18,360,SUP816,PTRX00816,Online grocery dataset purchase row; last_order_date=10/17/2024,LOC001
PUR00817,PRD0817,3,2160,SUP817,PTRX00817,Online grocery dataset purchase row; last_order_date=08-09-24,LOC002
PUR00818,PRD0818,20,126,SUP818,PTRX00818,Online grocery dataset purchase row; last_order_date=2/19/2025,LOC003
PUR00819,PRD0819,94,684,SUP819,PTRX00819,Online grocery dataset purchase row; last_order_date=10/25/2024,LOC004
PUR00820,PRD0820,49,144,SUP820,PTRX00820,Online grocery dataset purchase row; last_order_date=1/25/2025,LOC005
PUR00821,PRD0821,86,1440,SUP821,PTRX00821,Online grocery dataset purchase row; last_order_date=5/17/2024,LOC001
PUR00822,PRD0822,17,252,SUP822,PTRX00822,Online grocery dataset purchase row; last_order_date=10-05-24,LOC002
PUR00823,PRD0823,63,165,SUP823,PTRX00823,Online grocery dataset purchase row; last_order_date=6/22/2024,LOC003
PUR00824,PRD0824,87,504,SUP824,PTRX00824,Online grocery dataset purchase row; last_order_date=12/23/2024,LOC004
PUR00825,PRD0825,10,144,SUP825,PTRX00825,Online grocery dataset purchase row; last_order_date=7/31/2024,LOC005
PUR00826,PRD0826,62,453,SUP826,PTRX00826,Online grocery dataset purchase row; last_order_date=6/19/2024,LOC001
PUR00827,PRD0827,28,396,SUP827,PTRX00827,Online grocery dataset purchase row; last_order_date=02-08-25,LOC002
PUR00828,PRD0828,48,144,SUP828,PTRX00828,Online grocery dataset purchase row; last_order_date=8/26/2024,LOC003
PUR00829,PRD0829,65,252,SUP829,PTRX00829,Online grocery dataset purchase row; last_order_date=3/15/2024,LOC004
PUR00830,PRD0830,57,108,SUP830,PTRX00830,Online grocery dataset purchase row; last_order_date=03-04-24,LOC005
PUR00831,PRD0831,98,856,SUP831,PTRX00831,Online grocery dataset purchase row; last_order_date=12/17/2024,LOC001
PUR00832,PRD0832,57,288,SUP832,PTRX00832,Online grocery dataset purchase row; last_order_date=7/22/2024,LOC002
PUR00833,PRD0833,79,180,SUP833,PTRX00833,Online grocery dataset purchase row; last_order_date=12/21/2024,LOC003
PUR00834,PRD0834,73,180,SUP834,PTRX00834,Online grocery dataset purchase row; last_order_date=4/22/2024,LOC004
PUR00835,PRD0835,72,144,SUP835,PTRX00835,Online grocery dataset purchase row; last_order_date=04-12-24,LOC005
PUR00836,PRD0836,71,126,SUP836,PTRX00836,Online grocery dataset purchase row; last_order_date=05-03-24,LOC001
PUR00837,PRD0837,90,216,SUP837,PTRX00837,Online grocery dataset purchase row; last_order_date=12-09-24,LOC002
PUR00838,PRD0838,7,108,SUP838,PTRX00838,Online grocery dataset purchase row; last_order_date=11-05-24,LOC003
PUR00839,PRD0839,50,288,SUP839,PTRX00839,Online grocery dataset purchase row; last_order_date=09-03-24,LOC004
PUR00840,PRD0840,8,108,SUP840,PTRX00840,Online grocery dataset purchase row; last_order_date=4/20/2024,LOC005
PUR00841,PRD0841,43,108,SUP841,PTRX00841,Online grocery dataset purchase row; last_order_date=9/18/2024,LOC001
PUR00842,PRD0842,40,234,SUP842,PTRX00842,Online grocery dataset purchase row; last_order_date=01-12-25,LOC002
PUR00843,PRD0843,84,288,SUP843,PTRX00843,Online grocery dataset purchase row; last_order_date=4/19/2024,LOC003
PUR00844,PRD0844,68,288,SUP844,PTRX00844,Online grocery dataset purchase row; last_order_date=1/16/2025,LOC004
PUR00845,PRD0845,92,352,SUP845,PTRX00845,Online grocery dataset purchase row; last_order_date=7/25/2024,LOC005
PUR00846,PRD0846,5,288,SUP846,PTRX00846,Online grocery dataset purchase row; last_order_date=6/15/2024,LOC001
PUR00847,PRD0847,1,180,SUP847,PTRX00847,Online grocery dataset purchase row; last_order_date=12-07-24,LOC002
PUR00848,PRD0848,10,576,SUP848,PTRX00848,Online grocery dataset purchase row; last_order_date=04-07-24,LOC003
PUR00849,PRD0849,55,432,SUP849,PTRX00849,Online grocery dataset purchase row; last_order_date=8/27/2024,LOC004
PUR00850,PRD0850,70,360,SUP850,PTRX00850,Online grocery dataset purchase row; last_order_date=9/19/2024,LOC005
PUR00851,PRD0851,70,1440,SUP851,PTRX00851,Online grocery dataset purchase row; last_order_date=04-04-24,LOC001
PUR00852,PRD0852,29,126,SUP852,PTRX00852,Online grocery dataset purchase row; last_order_date=12-06-24,LOC002
PUR00853,PRD0853,1,648,SUP853,PTRX00853,Online grocery dataset purchase row; last_order_date=5/19/2024,LOC003
PUR00854,PRD0854,90,540,SUP854,PTRX00854,Online grocery dataset purchase row; last_order_date=08-11-24,LOC004
PUR00855,PRD0855,97,144,SUP855,PTRX00855,Online grocery dataset purchase row; last_order_date=04-06-24,LOC005
PUR00856,PRD0856,100,144,SUP856,PTRX00856,Online grocery dataset purchase row; last_order_date=10/30/2024,LOC001
PUR00857,PRD0857,21,576,SUP857,PTRX00857,Online grocery dataset purchase row; last_order_date=07-11-24,LOC002
PUR00858,PRD0858,26,360,SUP858,PTRX00858,Online grocery dataset purchase row; last_order_date=11/20/2024,LOC003
PUR00859,PRD0859,48,324,SUP859,PTRX00859,Online grocery dataset purchase row; last_order_date=10/17/2024,LOC004
PUR00860,PRD0860,67,126,SUP860,PTRX00860,Online grocery dataset purchase row; last_order_date=07-07-24,LOC005
PUR00861,PRD0861,26,446,SUP861,PTRX00861,Online grocery dataset purchase row; last_order_date=12-03-24,LOC001
PUR00862,PRD0862,64,198,SUP862,PTRX00862,Online grocery dataset purchase row; last_order_date=03-09-24,LOC002
PUR00863,PRD0863,9,252,SUP863,PTRX00863,Online grocery dataset purchase row; last_order_date=08-03-24,LOC003
PUR00864,PRD0864,62,432,SUP864,PTRX00864,Online grocery dataset purchase row; last_order_date=8/22/2024,LOC004
PUR00865,PRD0865,87,165,SUP865,PTRX00865,Online grocery dataset purchase row; last_order_date=10/23/2024,LOC005
PUR00866,PRD0866,100,576,SUP866,PTRX00866,Online grocery dataset purchase row; last_order_date=04-08-24,LOC001
PUR00867,PRD0867,47,288,SUP867,PTRX00867,Online grocery dataset purchase row; last_order_date=12-12-24,LOC002
PUR00868,PRD0868,74,180,SUP868,PTRX00868,Online grocery dataset purchase row; last_order_date=07-11-24,LOC003
PUR00869,PRD0869,39,360,SUP869,PTRX00869,Online grocery dataset purchase row; last_order_date=2/16/2025,LOC004
PUR00870,PRD0870,47,180,SUP870,PTRX00870,Online grocery dataset purchase row; last_order_date=09-11-24,LOC005
PUR00871,PRD0871,39,1476,SUP871,PTRX00871,Online grocery dataset purchase row; last_order_date=8/26/2024,LOC001
PUR00872,PRD0872,75,165,SUP872,PTRX00872,Online grocery dataset purchase row; last_order_date=10-01-24,LOC002
PUR00873,PRD0873,4,648,SUP873,PTRX00873,Online grocery dataset purchase row; last_order_date=4/14/2024,LOC003
PUR00874,PRD0874,44,14,SUP874,PTRX00874,Online grocery dataset purchase row; last_order_date=03-03-24,LOC004
PUR00875,PRD0875,64,198,SUP875,PTRX00875,Online grocery dataset purchase row; last_order_date=07-02-24,LOC005
PUR00876,PRD0876,13,144,SUP876,PTRX00876,Online grocery dataset purchase row; last_order_date=03-02-24,LOC001
PUR00877,PRD0877,92,684,SUP877,PTRX00877,Online grocery dataset purchase row; last_order_date=12/15/2024,LOC002
PUR00878,PRD0878,39,720,SUP878,PTRX00878,Online grocery dataset purchase row; last_order_date=4/14/2024,LOC003
PUR00879,PRD0879,99,342,SUP879,PTRX00879,Online grocery dataset purchase row; last_order_date=3/28/2024,LOC004
PUR00880,PRD0880,11,180,SUP880,PTRX00880,Online grocery dataset purchase row; last_order_date=12-01-24,LOC005
PUR00881,PRD0881,71,180,SUP881,PTRX00881,Online grocery dataset purchase row; last_order_date=05-02-24,LOC001
PUR00882,PRD0882,25,129,SUP882,PTRX00882,Online grocery dataset purchase row; last_order_date=8/20/2024,LOC002
PUR00883,PRD0883,37,144,SUP883,PTRX00883,Online grocery dataset purchase row; last_order_date=03-07-24,LOC003
PUR00884,PRD0884,90,835,SUP884,PTRX00884,Online grocery dataset purchase row; last_order_date=9/30/2024,LOC004
PUR00885,PRD0885,78,57,SUP885,PTRX00885,Online grocery dataset purchase row; last_order_date=03-07-24,LOC005
PUR00886,PRD0886,84,360,SUP886,PTRX00886,Online grocery dataset purchase row; last_order_date=3/21/2024,LOC001
PUR00887,PRD0887,96,720,SUP887,PTRX00887,Online grocery dataset purchase row; last_order_date=07-09-24,LOC002
PUR00888,PRD0888,52,702,SUP888,PTRX00888,Online grocery dataset purchase row; last_order_date=07-09-24,LOC003
PUR00889,PRD0889,28,151,SUP889,PTRX00889,Online grocery dataset purchase row; last_order_date=07-09-24,LOC004
PUR00890,PRD0890,23,432,SUP890,PTRX00890,Online grocery dataset purchase row; last_order_date=2/17/2025,LOC005
PUR00891,PRD0891,75,504,SUP891,PTRX00891,Online grocery dataset purchase row; last_order_date=8/19/2024,LOC001
PUR00892,PRD0892,92,720,SUP892,PTRX00892,Online grocery dataset purchase row; last_order_date=4/23/2024,LOC002
PUR00893,PRD0893,66,360,SUP893,PTRX00893,Online grocery dataset purchase row; last_order_date=12/20/2024,LOC003
PUR00894,PRD0894,96,468,SUP894,PTRX00894,Online grocery dataset purchase row; last_order_date=08-12-24,LOC004
PUR00895,PRD0895,23,360,SUP895,PTRX00895,Online grocery dataset purchase row; last_order_date=07-04-24,LOC005
PUR00896,PRD0896,78,648,SUP896,PTRX00896,Online grocery dataset purchase row; last_order_date=2/17/2025,LOC001
PUR00897,PRD0897,64,288,SUP897,PTRX00897,Online grocery dataset purchase row; last_order_date=02-12-25,LOC002
PUR00898,PRD0898,8,576,SUP898,PTRX00898,Online grocery dataset purchase row; last_order_date=5/24/2024,LOC003
PUR00899,PRD0899,34,864,SUP899,PTRX00899,Online grocery dataset purchase row; last_order_date=10-04-24,LOC004
PUR00900,PRD0900,8,468,SUP900,PTRX00900,Online grocery dataset purchase row; last_order_date=11-06-24,LOC005
PUR00901,PRD0901,68,1440,SUP901,PTRX00901,Online grocery dataset purchase row; last_order_date=11/29/2024,LOC001
PUR00902,PRD0902,89,342,SUP902,PTRX00902,Online grocery dataset purchase row; last_order_date=09-05-24,LOC002
PUR00903,PRD0903,81,342,SUP903,PTRX00903,Online grocery dataset purchase row; last_order_date=07-10-24,LOC003
PUR00904,PRD0904,95,288,SUP904,PTRX00904,Online grocery dataset purchase row; last_order_date=6/26/2024,LOC004
PUR00905,PRD0905,50,129,SUP905,PTRX00905,Online grocery dataset purchase row; last_order_date=7/22/2024,LOC005
PUR00906,PRD0906,96,1440,SUP906,PTRX00906,Online grocery dataset purchase row; last_order_date=4/28/2024,LOC001
PUR00907,PRD0907,62,360,SUP907,PTRX00907,Online grocery dataset purchase row; last_order_date=11/27/2024,LOC002
PUR00908,PRD0908,89,864,SUP908,PTRX00908,Online grocery dataset purchase row; last_order_date=01-05-25,LOC003
PUR00909,PRD0909,87,129,SUP909,PTRX00909,Online grocery dataset purchase row; last_order_date=05-03-24,LOC004
PUR00910,PRD0910,74,151,SUP910,PTRX00910,Online grocery dataset purchase row; last_order_date=12/21/2024,LOC005
PUR00911,PRD0911,20,172,SUP911,PTRX00911,Online grocery dataset purchase row; last_order_date=09-07-24,LOC001
PUR00912,PRD0912,7,432,SUP912,PTRX00912,Online grocery dataset purchase row; last_order_date=10/26/2024,LOC002
PUR00913,PRD0913,97,108,SUP913,PTRX00913,Online grocery dataset purchase row; last_order_date=12/18/2024,LOC003
PUR00914,PRD0914,43,432,SUP914,PTRX00914,Online grocery dataset purchase row; last_order_date=07-05-24,LOC004
PUR00915,PRD0915,78,198,SUP915,PTRX00915,Online grocery dataset purchase row; last_order_date=5/28/2024,LOC005
PUR00916,PRD0916,87,338,SUP916,PTRX00916,Online grocery dataset purchase row; last_order_date=10-12-24,LOC001
PUR00917,PRD0917,52,144,SUP917,PTRX00917,Online grocery dataset purchase row; last_order_date=03-10-24,LOC002
PUR00918,PRD0918,48,864,SUP918,PTRX00918,Online grocery dataset purchase row; last_order_date=10-12-24,LOC003
PUR00919,PRD0919,33,180,SUP919,PTRX00919,Online grocery dataset purchase row; last_order_date=06-07-24,LOC004
PUR00920,PRD0920,23,396,SUP920,PTRX00920,Online grocery dataset purchase row; last_order_date=6/25/2024,LOC005
PUR00921,PRD0921,71,144,SUP921,PTRX00921,Online grocery dataset purchase row; last_order_date=6/15/2024,LOC001
PUR00922,PRD0922,50,144,SUP922,PTRX00922,Online grocery dataset purchase row; last_order_date=7/30/2024,LOC002
PUR00923,PRD0923,94,360,SUP923,PTRX00923,Online grocery dataset purchase row; last_order_date=11-12-24,LOC003
PUR00924,PRD0924,40,648,SUP924,PTRX00924,Online grocery dataset purchase row; last_order_date=8/27/2024,LOC004
PUR00925,PRD0925,74,72,SUP925,PTRX00925,Online grocery dataset purchase row; last_order_date=8/17/2024,LOC005
PUR00926,PRD0926,1,360,SUP926,PTRX00926,Online grocery dataset purchase row; last_order_date=5/14/2024,LOC001
PUR00927,PRD0927,89,288,SUP927,PTRX00927,Online grocery dataset purchase row; last_order_date=2/21/2025,LOC002
PUR00928,PRD0928,44,432,SUP928,PTRX00928,Online grocery dataset purchase row; last_order_date=11-08-24,LOC003
PUR00929,PRD0929,59,180,SUP929,PTRX00929,Online grocery dataset purchase row; last_order_date=8/15/2024,LOC004
PUR00930,PRD0930,16,180,SUP930,PTRX00930,Online grocery dataset purchase row; last_order_date=07-11-24,LOC005
PUR00931,PRD0931,65,504,SUP931,PTRX00931,Online grocery dataset purchase row; last_order_date=07-12-24,LOC001
PUR00932,PRD0932,70,720,SUP932,PTRX00932,Online grocery dataset purchase row; last_order_date=06-12-24,LOC002
PUR00933,PRD0933,60,180,SUP933,PTRX00933,Online grocery dataset purchase row; last_order_date=11/13/2024,LOC003
PUR00934,PRD0934,13,252,SUP934,PTRX00934,Online grocery dataset purchase row; last_order_date=5/23/2024,LOC004
PUR00935,PRD0935,18,144,SUP935,PTRX00935,Online grocery dataset purchase row; last_order_date=4/19/2024,LOC005
PUR00936,PRD0936,23,180,SUP936,PTRX00936,Online grocery dataset purchase row; last_order_date=10-02-24,LOC001
PUR00937,PRD0937,17,450,SUP937,PTRX00937,Online grocery dataset purchase row; last_order_date=05-08-24,LOC002
PUR00938,PRD0938,11,342,SUP938,PTRX00938,Online grocery dataset purchase row; last_order_date=8/16/2024,LOC003
PUR00939,PRD0939,31,180,SUP939,PTRX00939,Online grocery dataset purchase row; last_order_date=3/18/2024,LOC004
PUR00940,PRD0940,27,252,SUP940,PTRX00940,Online grocery dataset purchase row; last_order_date=10-05-24,LOC005
PUR00941,PRD0941,35,144,SUP941,PTRX00941,Online grocery dataset purchase row; last_order_date=11-07-24,LOC001
PUR00942,PRD0942,71,104,SUP942,PTRX00942,Online grocery dataset purchase row; last_order_date=3/18/2024,LOC002
PUR00943,PRD0943,95,180,SUP943,PTRX00943,Online grocery dataset purchase row; last_order_date=1/28/2025,LOC003
PUR00944,PRD0944,54,144,SUP944,PTRX00944,Online grocery dataset purchase row; last_order_date=2/24/2025,LOC004
PUR00945,PRD0945,81,129,SUP945,PTRX00945,Online grocery dataset purchase row; last_order_date=10-03-24,LOC005
PUR00946,PRD0946,29,864,SUP946,PTRX00946,Online grocery dataset purchase row; last_order_date=11/29/2024,LOC001
PUR00947,PRD0947,94,324,SUP947,PTRX00947,Online grocery dataset purchase row; last_order_date=01-06-25,LOC002
PUR00948,PRD0948,69,180,SUP948,PTRX00948,Online grocery dataset purchase row; last_order_date=3/31/2024,LOC003
PUR00949,PRD0949,84,324,SUP949,PTRX00949,Online grocery dataset purchase row; last_order_date=10/15/2024,LOC004
